timestamp,region,carbon_intensity,temperature,cpu_usage,workload,energy_consumption,cost
16/4/2006 13:00,India,550,17.82222222,67.65,83.23,47.72,0.12
16/4/2006 14:00,India,410.34,17.8,66.88,110.72,47.25,0.13
16/4/2006 15:00,India,541.16,17.35,67.11,110.38,47.21,0.14
16/4/2006 16:00,India,550,16.06666667,60.9,87.19,42.97,0.15
16/4/2006 17:00,India,495.28,14.93333333,60.95,120.5,42.54,0.11
16/4/2006 18:00,India,473.75,13.92222222,89.92,138.7,59.52,0.13
16/4/2006 19:00,India,280.48,12.75555556,48.55,68.42,34.23,0.1
16/4/2006 20:00,India,245.01,12.75555556,47.89,73.28,33.84,0.11
16/4/2006 21:00,India,493.23,12.37222222,32.86,57.71,24.66,0.13
16/4/2006 22:00,India,503.94,11.18333333,40.63,75.37,28.85,0.11
16/4/2006 23:00,India,394.61,11.66666667,41,60.07,29.27,0.13
17/4/2006 0:00,India,323.22,8.977777778,42.41,55.36,29.04,0.13
17/4/2006 1:00,India,332.68,10.57777778,47.54,74.54,32.76,0.13
17/4/2006 2:00,India,444.71,10.53333333,53.48,86.84,36.3,0.1
17/4/2006 3:00,India,496.58,10.58888889,34.02,63.8,24.65,0.1
17/4/2006 4:00,India,480.82,9.983333333,54.34,75.35,36.6,0.14
17/4/2006 5:00,India,435.46,11.02222222,50.63,74.76,34.79,0.14
17/4/2006 6:00,India,423.28,13.53888889,37.47,59.85,27.9,0.13
17/4/2006 7:00,India,246.99,13.88888889,57.81,110.86,40.24,0.11
17/4/2006 8:00,India,260.37,15,32.93,59.46,25.76,0.12
17/4/2006 9:00,India,550,17.18333333,88.95,125.69,60.24,0.12
17/4/2006 10:00,India,510.99,16.2,84.43,151.91,57.14,0.13
17/4/2006 11:00,India,332.42,17.75,64.87,99.09,46.02,0.1
17/4/2006 12:00,India,371.15,18.40555556,68.47,126.03,48.44,0.14
17/4/2006 13:00,India,550,17.82222222,83.96,116.2,57.5,0.15
17/4/2006 14:00,India,316.26,17.31111111,65.02,125.05,45.94,0.14
17/4/2006 15:00,India,371.88,17.50555556,70.8,88.14,49.48,0.12
17/4/2006 16:00,India,512.7,17.26666667,68.68,125.56,48.11,0.12
17/4/2006 17:00,India,541.19,15.13888889,65.37,95.68,45.28,0.12
17/4/2006 18:00,India,549.96,13.25,77.74,142.95,51.94,0.1
17/4/2006 19:00,India,302.42,12.29444444,34.18,44.98,25.43,0.1
17/4/2006 20:00,India,431.56,10.7,53.9,74.8,36.62,0.13
17/4/2006 21:00,India,305.9,9.855555556,33.6,49.87,24.1,0.14
17/4/2006 22:00,India,304.59,9.522222222,59.1,111.44,39.27,0.12
17/4/2006 23:00,India,453.26,8.405555556,48.12,63.72,32.23,0.14
18/4/2006 0:00,India,422.18,13.01111111,59.58,74.96,40.95,0.11
18/4/2006 1:00,India,473.89,7.733333333,47.15,85.07,31.38,0.14
18/4/2006 2:00,India,391.76,6.138888889,30.01,47.46,20.46,0.11
18/4/2006 3:00,India,375.67,6.472222222,48.19,61.28,31.5,0.1
18/4/2006 4:00,India,240.86,6.627777778,30.98,40.37,21.24,0.14
18/4/2006 5:00,India,322.42,8.688888889,57,95.39,37.68,0.14
18/4/2006 6:00,India,290.41,11.99444444,56.75,68.19,38.85,0.11
18/4/2006 7:00,India,286.43,13.76666667,50.4,81.07,35.75,0.13
18/4/2006 8:00,India,537,15.08888889,49.76,63.92,35.89,0.14
18/4/2006 9:00,India,452.16,16.45555556,83.04,132.01,56.41,0.11
18/4/2006 10:00,India,550,17.31111111,86.97,133.81,59.11,0.12
18/4/2006 11:00,India,532.25,17.87222222,86.34,143.87,58.95,0.15
18/4/2006 12:00,India,550,19.03888889,67.05,101.54,47.85,0.1
18/4/2006 13:00,India,482.48,18.97777778,67.22,101.63,47.92,0.14
18/4/2006 14:00,India,537.84,19.00555556,89.41,118.79,61.25,0.12
18/4/2006 15:00,India,479.06,19.01111111,82.26,101.91,56.96,0.11
18/4/2006 16:00,India,393.03,17.86666667,60.91,91.25,43.69,0.12
18/4/2006 17:00,India,550,17.26666667,75.07,132.81,51.95,0.14
18/4/2006 18:00,India,408.35,16.18888889,78.95,137.08,53.85,0.11
18/4/2006 19:00,India,220,14.88333333,57.6,86.86,40.51,0.11
18/4/2006 20:00,India,413.79,14.32777778,38.46,75.94,28.81,0.11
18/4/2006 21:00,India,270.04,14.51111111,55.2,79.5,38.92,0.15
18/4/2006 22:00,India,526.99,14.37222222,49.14,89.87,35.23,0.15
18/4/2006 23:00,India,530.98,14.87777778,44.85,89.57,32.86,0.12
19/4/2006 0:00,India,481,10.40555556,32.06,51.93,23.4,0.12
19/4/2006 1:00,India,337.68,12.82222222,54.11,105.73,37.59,0.13
19/4/2006 2:00,India,220,12.8,47.13,73,33.4,0.13
19/4/2006 3:00,India,504.05,12.82777778,31.28,43.4,23.9,0.15
19/4/2006 4:00,India,352.04,12.26666667,52.25,68.08,36.26,0.14
19/4/2006 5:00,India,533.36,12.26666667,46.09,55.77,32.56,0.14
19/4/2006 6:00,India,517.42,12.18333333,35.97,62.27,26.46,0.12
19/4/2006 7:00,India,476.72,12.17222222,52.67,79.2,36.47,0.15
19/4/2006 8:00,India,318.84,12.71111111,30.45,39.98,23.35,0.11
19/4/2006 9:00,India,467.47,15.60555556,73.89,130.33,50.58,0.12
19/4/2006 10:00,India,550,16.02222222,73.74,124.36,50.65,0.14
19/4/2006 11:00,India,442.09,17.2,65.2,121.33,46,0.15
19/4/2006 12:00,India,381.5,17.21666667,70.65,130.07,49.28,0.13
19/4/2006 13:00,India,520.74,17.82777778,80.16,111.33,55.23,0.1
19/4/2006 14:00,India,550,17.82777778,63.71,89.69,45.36,0.11
19/4/2006 15:00,India,550,17.73333333,80.22,147.06,55.23,0.13
19/4/2006 16:00,India,517.5,16.27222222,86.18,108.65,58.22,0.14
19/4/2006 17:00,India,354.63,13.16666667,78.1,155.95,52.13,0.12
19/4/2006 18:00,India,523.13,13.25555556,77.41,108.69,51.75,0.13
19/4/2006 19:00,India,536.45,13.01111111,49.48,65.81,34.89,0.1
19/4/2006 20:00,India,243.78,12.45555556,47.31,93.6,33.37,0.14
19/4/2006 21:00,India,396.89,12.48888889,37.52,51.76,27.51,0.11
1/4/2006 22:00,India,504.68,9.555555556,33.73,58.14,24.06,0.12
1/4/2006 23:00,India,469.94,10.62222222,46,61.67,31.85,0.14
2/4/2006 0:00,India,419.11,8.722222222,50.84,97.93,33.99,0.11
2/4/2006 1:00,India,439.43,10.53333333,41.87,82.84,29.34,0.1
2/4/2006 2:00,India,324.76,9.444444444,31.07,50.3,22.42,0.12
2/4/2006 3:00,India,272.26,9.888888889,40.08,70.44,28,0.12
2/4/2006 4:00,India,465.82,10.36666667,55.28,105.19,37.31,0.15
2/4/2006 5:00,India,466.72,8.888888889,44.51,76.11,30.26,0.15
2/4/2006 6:00,India,488.17,9.977777778,51.6,98.44,34.95,0.14
2/4/2006 7:00,India,495.44,12.2,53.87,90.95,37.2,0.11
2/4/2006 8:00,India,387.12,13.96111111,42.25,56.18,30.93,0.12
2/4/2006 9:00,India,488.29,14.94444444,79.1,112.4,53.44,0.12
2/4/2006 10:00,India,550,16.18333333,81,128.12,55.07,0.11
2/4/2006 11:00,India,543.62,16.36666667,81.26,125.15,55.3,0.14
2/4/2006 12:00,India,545.75,17.37222222,89.69,144.37,60.76,0.14
2/4/2006 13:00,India,550,17.67222222,65.64,120.07,46.45,0.15
2/4/2006 14:00,India,550,17.72222222,74.7,105.89,51.91,0.13
2/4/2006 15:00,India,433.71,16.23888889,66.72,97.32,46.53,0.12
2/4/2006 16:00,India,433.65,14.06666667,83.95,134.65,56,0.14
2/4/2006 17:00,India,335.89,13.95555556,64.65,117.17,44.37,0.13
2/4/2006 18:00,India,491.3,12.28888889,69.81,95.36,46.8,0.14
2/4/2006 19:00,India,220,10.02222222,35.58,69.24,25.36,0.12
2/4/2006 20:00,India,351.51,9.377777778,36.64,52.83,25.74,0.15
2/4/2006 21:00,India,380.48,9.416666667,34.45,43.43,24.44,0.11
19/4/2006 22:00,India,300.76,11.82777778,44.35,69.58,31.34,0.11
19/4/2006 23:00,India,387.06,10.76111111,59.48,84.96,39.99,0.15
20/4/2006 0:00,India,220,12.15555556,32.78,45.18,24.53,0.13
20/4/2006 1:00,India,220,9.672222222,37.45,45.82,26.34,0.15
20/4/2006 2:00,India,469.89,8.15,41.75,70.87,28.31,0.14
20/4/2006 3:00,India,329.44,10.2,31.8,51.67,23.16,0.13
20/4/2006 4:00,India,227.34,10.11666667,54.54,101.46,36.77,0.14
20/4/2006 5:00,India,368.94,10.16111111,50.51,70.51,34.37,0.15
20/4/2006 6:00,India,459.81,11.24444444,32.72,51.6,24.13,0.11
20/4/2006 7:00,India,257.72,12.24444444,54.21,101.51,37.42,0.13
20/4/2006 8:00,India,410.42,13.91111111,35.97,53.99,27.15,0.11
20/4/2006 9:00,India,329.77,15.61666667,65.22,95.21,45.38,0.11
20/4/2006 10:00,India,330.44,15.07222222,76.14,127.01,51.71,0.1
20/4/2006 11:00,India,509.76,15.07222222,88.05,140.98,58.86,0.1
20/4/2006 12:00,India,518.14,14.26666667,74.24,139.12,50.25,0.14
20/4/2006 13:00,India,533.18,16.01666667,83.02,104.75,56.22,0.11
20/4/2006 14:00,India,550,15.02777778,75.49,139.14,51.31,0.14
20/4/2006 15:00,India,550,13.94444444,86.55,167.7,57.51,0.14
20/4/2006 16:00,India,494.99,12.91666667,68.29,108.01,46.14,0.14
20/4/2006 17:00,India,430.35,12.89444444,86.71,139.7,57.18,0.14
20/4/2006 18:00,India,550,12.4,66.71,92.06,44.99,0.1
20/4/2006 19:00,India,298.64,12.26666667,38.37,48.55,27.93,0.13
20/4/2006 20:00,India,334.47,12.22222222,43.81,72.33,31.17,0.15
20/4/2006 21:00,India,239.51,11.25,44.49,62.17,31.19,0.14
20/4/2006 22:00,India,222.21,11.52777778,34.71,45.52,25.44,0.13
20/4/2006 23:00,India,501.66,11.53888889,49.42,78.79,34.27,0.14
21/4/2006 0:00,India,483.76,9.438888889,41.48,68.94,28.66,0.12
21/4/2006 1:00,India,418.78,11.43888889,57.75,96.12,39.23,0.12
21/4/2006 2:00,India,334.16,11.39444444,57.97,83.5,39.34,0.12
21/4/2006 3:00,India,244.73,11.52777778,37.03,45.83,26.83,0.14
21/4/2006 4:00,India,259.48,11.95,44.7,88.17,31.6,0.13
21/4/2006 5:00,India,302.21,11.97222222,57.48,94.15,39.28,0.14
21/4/2006 6:00,India,382.98,12.63333333,47.55,68.01,33.58,0.13
21/4/2006 7:00,India,433.97,12.75555556,46.87,58.46,33.22,0.14
21/4/2006 8:00,India,423.93,13.84444444,38.15,73.08,28.43,0.14
21/4/2006 9:00,India,423.39,13.17222222,75.17,97.89,50.37,0.13
21/4/2006 10:00,India,550,15.06666667,65.96,93.97,45.6,0.11
21/4/2006 11:00,India,550,17.24444444,61.6,87.31,43.86,0.1
21/4/2006 12:00,India,504.48,16.31666667,67.15,129.05,46.82,0.13
21/4/2006 13:00,India,502.38,17.38333333,88.11,140.75,59.82,0.14
21/4/2006 14:00,India,438.37,15.27222222,88.57,132.79,59.25,0.12
21/4/2006 15:00,India,404.05,17.45555556,89.23,137.23,60.52,0.11
21/4/2006 16:00,India,423.68,16.22222222,68.92,111,47.84,0.13
21/4/2006 17:00,India,550,15.08333333,78.16,116.98,52.93,0.15
21/4/2006 18:00,India,319.02,13.99444444,83.71,128.71,55.82,0.1
21/4/2006 19:00,India,221.04,12.17222222,47.84,62.57,33.57,0.13
21/4/2006 20:00,India,220,11.08888889,30.82,43.34,22.93,0.15
21/4/2006 21:00,India,220,11.09444444,55.82,78.64,37.93,0.11
21/4/2006 22:00,India,477.79,9.883333333,42.27,74.85,29.32,0.1
21/4/2006 23:00,India,440.24,9.355555556,39.19,71.8,27.26,0.11
22/4/2006 0:00,India,368.13,9.861111111,37.86,75.71,26.66,0.11
22/4/2006 1:00,India,240.69,8.272222222,45.19,90.25,30.42,0.13
22/4/2006 2:00,India,365.41,8.866666667,37.73,74.67,26.18,0.12
22/4/2006 3:00,India,371.32,8.816666667,52.2,64.37,34.85,0.11
22/4/2006 4:00,India,245.55,7.155555556,49.57,81.94,32.6,0.13
22/4/2006 5:00,India,336.7,8.85,51.31,88.03,34.33,0.13
22/4/2006 6:00,India,324.67,11.17777778,57.14,71.63,38.76,0.12
22/4/2006 7:00,India,407.3,12.38888889,31.21,59.33,23.68,0.12
22/4/2006 8:00,India,416.7,14.14444444,34.61,43.13,26.42,0.14
22/4/2006 9:00,India,340.49,17.1,88.02,154.51,59.65,0.14
22/4/2006 10:00,India,450.98,18.93888889,60.89,82.84,44.11,0.13
22/4/2006 11:00,India,542.27,17.91666667,80.42,132.04,55.42,0.15
22/4/2006 12:00,India,496.79,19.98333333,71.61,96.77,50.96,0.11
22/4/2006 13:00,India,550,20.07222222,88.73,172.08,61.27,0.15
22/4/2006 14:00,India,550,20.07222222,72.18,132.1,51.34,0.14
22/4/2006 15:00,India,370.18,20.08333333,76.05,136.86,53.66,0.12
22/4/2006 16:00,India,338.11,19.08888889,81.52,116.53,56.55,0.13
22/4/2006 17:00,India,533.84,17.45,76.09,121.47,52.63,0.15
22/4/2006 18:00,India,335.8,15.56666667,81.87,130.82,55.35,0.14
22/4/2006 19:00,India,397.29,12.49444444,58.2,80.15,39.92,0.11
22/4/2006 20:00,India,510.02,12.24444444,38.14,61.16,27.78,0.14
22/4/2006 21:00,India,392.7,11.41666667,57.45,78,39.04,0.13
22/4/2006 22:00,India,340.16,10.55555556,54.8,75.81,37.1,0.11
22/4/2006 23:00,India,399.28,10.46666667,32.22,61.75,23.52,0.11
23/4/2006 0:00,India,351.11,10.25,49.21,82.12,33.63,0.11
